,controln,state,hv1,avg_fam_income,med_house_income,med_house_income,hvp1,pobc2,med_fam_income,avggift,tcode,dob,domain,target_d,not_so_many_randoms,empty_col
276,146463,CA,2163,581,484,522,67,66,537,4.833333333,0,2601,U2,5.0,0.7686148687119142, 
277,85204,MN,359,269,168,258,1,85,203,11.91666667,1,2210,R2,20.0,0.8411241686048394, 
278,143782,CA,5854,993,927,1077,99,43,920,28.0,1,4801,S1,25.0,0.04843857356120718, 
279,17102,NC,685,396,271,314,1,67,339,5.692307692,2,0,T2,7.0,0.18582048437966603, 
280,190157,NC,603,329,173,215,4,84,239,9.857142857,0,0,T2,15.0,0.7250241141955103, 
281,93681,IL,682,336,322,359,1,62,297,12.33333333,1,2309,U3,16.0,0.4721803919485793, 
282,105741,KS,581,402,295,349,1,65,349,17.0,2,4401,S2,20.0,0.08304493869232399, 
283,98962,IL,380,351,229,277,1,86,299,11.66666667,0,2308,R2,25.0,0.2127420273783367, 
284,32552,FL,1229,544,469,502,21,30,507,7.5,0,3802,T1,20.0,0.30846607462766407, 
285,23465,SC,689,350,313,320,0,69,343,12.0,1,2701,S2,15.0,0.45697704854834853, 
286,155130,CA,1715,660,607,619,34,55,647,4.8,1,4901,S1,4.5,0.8647215988916264, 
287,15017,FL,762,411,254,355,7,13,327,8.761904762,0,0,0,18.0,0.9115629836584895, 
288,123438,TX,683,507,449,471,0,50,484,6.8125,0,6601,T2,3.0,0.32898442843868403, 
289,178796,WA,1648,542,395,488,28,50,480,8.538461539,28,3503,S1,9.0,0.7032832958751409, 
290,143790,CA,5907,1144,1285,1340,99,26,1063,16.0,2,4101,S1,15.0,0.10933028887175278, 
291,173737,HI,1473,382,327,324,23,67,395,20.66666667,1,1801,T2,20.0,0.2315485842959678, 
292,57017,FL,484,266,150,243,0,11,195,20.0,0,0,T2,20.0,0.1939717732704319, 
293,131551,CO,645,313,214,308,0,32,251,8.916666667,1,1710,C2,10.0,0.013586201057282365, 
294,72796,MI,577,394,375,380,0,74,389,9.571428571,0,4905,R2,15.0,0.7492804569721758, 
295,178498,WA,1642,485,275,388,30,32,349,11.83333333,0,2802,S2,15.0,0.13055329832388773, 
296,77742,TX,1163,526,378,459,11,41,439,5.4,0,0,R2,5.0,0.7078304657965507, 
297,21204,NC,675,427,305,373,0,69,365,6.409090909,2,4001,C2,8.0,0.8449611045710618, 
298,71146,MI,602,391,336,366,0,87,363,9.0,0,7401,T2,10.0,0.9155516077562137, 
299,161230,CA,746,368,346,352,0,64,363,15.76470588,0,5207,T2,20.0,0.6661520360828015, 
300,67712,MI,459,533,116,518,0,41,280,27.42307692,0,801,U2,100.0,0.04201263105634223, 
301,178540,WA,922,361,232,298,3,52,298,8.5,0,1501,T2,15.0,0.8956048330045819, 
302,35306,FL,833,387,277,350,0,21,329,12.25,0,5610,C2,25.0,0.8605557681463412, 
303,14984,MN,1793,849,781,796,38,66,832,14.28571429,1,5401,0,15.0,0.8991650247196836, 
304,53295,TN,470,318,235,292,0,80,275,12.5,0,5401,U3,15.0,0.311592336412568, 
305,115398,OK,338,284,203,254,0,76,242,5.076923077,0,2901,R2,5.0,0.4065765865725043, 
306,24610,SC,420,285,225,253,0,90,249,4.9,0,1701,R3,4.0,0.39972918612662556, 
307,116993,TX,1576,579,388,418,8,71,528,12.85714286,1,1,U1,10.0,0.40480166911535476, 
308,80800,WI,677,370,282,303,0,84,334,8.428571429,2,3001,R2,8.0,0.6437795446661799, 
309,72757,MI,559,403,344,361,0,85,378,11.0,2,1105,R2,21.0,0.6754574089911707, 
310,38642,FL,731,432,350,385,4,33,401,15.0,0,7401,S2,10.0,0.7198300244861977, 
311,179293,WA,1196,456,327,406,4,49,382,10.46153846,2,0,S2,10.0,0.9375465274627417, 
312,79427,WI,718,462,410,443,0,80,425,8.578947368,2,3508,T2,10.0,0.9493611368668576, 
313,99813,MO,460,297,223,265,0,72,257,11.0,1,4701,R3,20.0,0.43179271911901695, 
314,368,CA,2257,523,485,541,78,50,488,6.5,1,2205,U1,10.0,0.7125740112378994, 
315,129200,CO,726,406,370,426,0,37,388,9.2,2,4801,S2,14.0,0.2613744670713608, 
316,171215,CA,1327,442,397,409,8,54,435,11.33333333,1,4701,S1,17.0,0.7769841800744786, 
317,41222,FL,956,417,348,344,3,33,412,11.44444444,1,6509,S3,20.0,0.7233752069033401, 
318,44410,FL,565,193,154,163,0,31,180,6.909090909,1,2506,T2,8.0,0.5039743036921217, 
319,175057,OR,987,485,361,440,1,45,400,12.11111111,1002,5109,T2,19.0,0.02752812308912611, 
320,83959,MN,1138,672,545,613,1,71,602,9.68,2,3805,S1,16.0,0.8907882409513773, 
321,35877,FL,535,265,226,236,1,32,250,4.285714286,28,2401,S3,5.0,0.8974449749714203, 
322,96763,IL,427,253,71,141,0,72,121,10.75,2,1805,C2,20.0,0.9034870052230354, 
323,144691,CA,5806,896,778,871,99,46,830,20.0,1,4701,T1,20.0,0.8399171492818693, 
324,180805,WA,1413,435,306,329,22,46,397,6.666666667,2,2401,R2,20.0,0.6144512541998881, 
325,180050,WA,1180,464,333,385,4,54,414,12.9,0,0,S2,25.0,0.11323708586142656, 
326,111592,AR,318,152,53,105,0,83,113,17.45454546,1,2109,C3,16.0,0.23921798648537906, 
327,66087,MI,554,445,414,424,0,69,432,7.866666667,0,4912,T2,20.0,0.22226667480308404, 
328,121554,TX,1900,664,404,582,43,38,498,5.2,28,6301,U1,6.0,0.5289264392582625, 
329,137429,Arizona,866,491,387,453,1,0,428,25.0,1,1301,C2,25.0,0.7416801126927305, 
330,127171,TX,1223,538,313,419,22,62,444,9.0,0,1601,R1,15.0,0.31556075031023423, 
331,167517,CA,2324,484,374,404,64,64,445,10.6,0,0,R1,25.0,0.8578064883164631, 
332,14386,MO,2528,686,439,591,53,44,542,24.77777778,2,1101,S1,10.0,0.30098595505411996, 
333,184011,WA,1183,628,217,528,26,52,379,37.5,28,1502,C1,25.0,0.24080958481334436, 
334,121967,TX,655,324,318,315,0,41,328,8.75,1,3801,S2,15.0,0.4476664100870882, 
335,20194,NC,399,295,211,259,0,79,249,6.2,28,3601,T3,10.0,0.7742267509382735, 
336,84967,MN,418,403,190,290,0,88,244,10.71428571,0,4805,T2,15.0,0.915133193588508, 
337,93684,IL,595,419,385,394,0,63,406,8.875,1,4202,U2,11.0,0.09517630988404813, 
338,92802,IL,0,0,0,0,0,0,0,11.33333333,1,4210,U1,10.0,0.793050290610393, 
339,24900,SC,548,388,289,327,2,72,340,11.66666667,0,5201,T2,25.0,0.3425617242096072, 
340,121926,TX,1125,279,227,287,0,55,246,10.25,28,0,S1,20.0,0.494409880902575, 
341,12003,CA,3626,838,749,785,96,45,795,12.3125,28,2901,U2,20.0,0.9435849054012525, 
342,7852,NE,503,308,261,267,0,61,290,8.863636364,2,0,T2,10.0,0.5620102758427656, 
343,111137,AR,545,301,257,265,1,59,301,17.625,0,0,C2,21.0,0.7820903769053262, 
344,47688,AL,455,389,257,350,1,84,321,12.0,0,0,R2,10.0,0.3132470079739267, 
345,25576,GA,1201,507,317,408,3,52,426,7.818181818,0,1401,S1,21.0,0.5992218379432357, 
346,127392,TX,592,359,188,406,0,53,240,16.27272727,1,4108,C1,23.0,0.5229690816669272, 
347,77495,WI,614,428,340,388,1,88,377,7.636363636,0,0,T2,10.0,0.1598501153658889, 
348,87210,MT,423,344,256,296,0,75,295,11.0,0,0,R2,20.0,0.1314235236363156, 
349,93218,IL,302,203,208,216,0,67,207,11.25,72,0,U4,10.0,0.8848493660958077, 
350,184974,AK,1157,559,365,514,8,33,448,7.714285714,0,2601,T2,10.0,0.778929339101526, 
351,136768,CA,2312,589,456,516,63,44,531,6.333333333,0,5301,S1,2.0,0.1363409237284422, 
352,42724,FL,440,254,164,186,0,41,220,9.666666667,1,3601,C3,25.0,0.30398605423857705, 
353,82313,MN,569,350,276,315,1,84,317,9.727272727,0,2705,T2,15.0,0.30534191637647523, 
354,132820,WY,680,457,353,393,1,39,406,9.058823529,0,5201,R1,15.0,0.31394358691532487, 
355,51683,TN,690,411,194,371,1,57,263,5.0,1002,0,C2,5.0,0.33873838566860137, 
356,93538,IL,438,156,159,146,17,58,165,20.66666667,0,2503,U4,36.0,0.5587599161601565, 
357,145407,CA,2166,445,415,402,68,52,457,8.095238095,0,0,S2,10.0,0.5084836635926706, 
358,55553,MS,394,252,188,220,0,89,227,25.0,1,0,R2,20.0,0.16895594643617795, 
359,58447,KY,630,361,300,327,0,55,321,9.2,0,3001,T2,10.0,0.8165039247381107, 
360,159424,CA,3276,555,358,478,92,40,436,25.0,1,2401,S1,75.0,0.7163606436836693, 
361,34649,FL,1171,570,483,512,9,20,544,5.2,0,2901,S1,7.0,0.8452233869223944, 
362,50154,TN,1103,524,467,503,3,74,497,15.0,1002,6801,T1,15.0,0.17293246824053532, 
363,77432,WI,673,348,293,335,0,88,296,11.5,2,5401,T2,15.0,0.23414483281772414, 
364,152821,CA,1633,351,286,318,8,13,306,5.8,0,5401,S2,11.0,0.6757524012876962, 
365,57964,KY,428,334,166,304,4,71,240,9.1875,1,2601,C3,12.0,0.07305960291115687, 
366,188385,TX,262,228,150,194,0,67,186,15.0,2,1601,T3,5.0,0.9897747634154261, 
367,65899,MI,905,605,470,533,0,70,549,7.25,28,4301,S2,10.0,0.012929555248419322, 
368,171302,CA,1693,492,423,467,23,58,457,11.66666667,0,4701,S1,15.0,0.32346714425930845, 
369,38106,FL,1806,450,243,312,33,5,338,2.795454546,0,804,U2,3.0,0.610091936825106, 
370,35906,FL,683,368,284,325,2,32,313,15.33333333,0,5701,T2,15.0,0.08574811573089092, 
371,4513,MI,630,437,355,396,0,75,395,13.0,1,2804,C2,20.0,0.1224641032163234, 
372,14272,AR,389,286,207,234,0,69,253,12.66666667,0,4001,R2,20.0,0.8387458673417898, 
373,1779,AR,417,282,131,199,0,42,200,13.0,0,0,T3,12.5,0.9733787415450905, 
374,180512,WA,731,382,304,355,1,53,349,6.578947368,2,1312,T2,10.0,0.1958579062536916, 
375,41065,NV,1569,781,673,672,22,44,785,12.5,0,3401,C3,15.0,0.1684691558503879, 
376,111949,AR,335,239,166,207,0,76,207,4.606060606,0,0,R3,5.0,0.5591440336673063, 
377,35043,FL,1357,587,521,534,26,30,571,13.0,1,4304,C1,16.0,0.41880548826231634, 
378,86311,SD,530,375,309,375,0,80,276,5.5,0,0,R2,6.0,0.932791245056813, 
379,182293,WA,883,363,294,315,6,66,355,14.25,1,0,C2,19.0,0.6612483050103306, 
380,179023,WA,982,384,318,388,0,61,341,20.0,1,0,S2,35.0,0.009238036243547354, 
381,65481,MI,663,534,432,501,0,64,483,15.0,1,4401,U2,20.0,0.8291793340248065, 
382,21144,NC,827,319,240,275,8,60,297,6.3125,2,0,R2,6.0,0.5278831546389114, 
383,9390,MI,266,211,146,167,0,72,217,8.09375,3,4009,U4,5.0,0.968540366555002, 
384,157973,CA,1967,436,371,409,45,15,403,10.5,1,2001,C1,12.0,0.5566944597924919, 
385,176890,OR,470,355,305,339,1,45,318,5.625,0,3001,T2,8.0,0.44316719702018637, 
386,65181,MI,626,440,356,388,2,83,392,9.8,2,3603,C2,11.0,0.4515470448417146, 
387,181083,WA,1521,543,412,422,33,64,497,8.571428571,1,5001,T2,5.0,0.14186160684340043, 
388,175951,OR,584,347,282,314,0,51,318,10.4,2,4501,S2,15.0,0.0764761371367203, 
389,20966,NC,588,318,257,288,0,56,285,19.0,28,4801,T2,20.0,0.6107329383067233, 
390,91779,IL,1063,434,294,360,0,79,354,20.0,0,6001,C2,20.0,0.09761860081700169, 
391,98099,IL,588,387,272,345,2,85,331,13.33333333,0,6601,R2,21.0,0.7701949283885223, 
392,32485,FL,663,340,293,315,3,24,305,11.66666667,0,3601,T2,37.0,0.9151758839934742, 
393,111284,AR,582,340,292,308,0,61,323,4.272727273,2,3801,T2,5.0,0.3728306209028418, 
394,15651,NC,1497,762,581,678,21,76,667,6.928571429,0,5501,C1,10.0,0.8601283587442605, 
395,96220,IL,281,342,280,314,0,83,274,7.714285714,0,3503,R2,14.0,0.03089488713907551, 
396,73221,MI,784,400,289,378,2,67,332,11.0,2,0,C2,10.0,0.7106242064804785, 
397,170143,CA,1722,433,404,420,39,59,411,4.571428571,2,905,T2,5.0,0.20189528290783743, 
398,43884,FL,645,284,226,249,1,7,257,5.285714286,1,3202,C3,5.0,0.39369625133928965, 
399,61338,IN,544,433,330,403,0,68,360,5.133333333,1,5701,S2,5.0,0.48001973174006796, 
400,82636,MN,896,438,291,335,6,70,340,8.6,0,4101,C1,15.0,0.6440825551240369, 
401,190730,NV,398,337,248,303,0,39,292,8.45,2,1407,0,14.0,0.5545354064762389, 
402,121071,TX,900,455,273,337,3,43,336,13.6,28,4912,U1,15.0,0.9428508175091914, 
403,94386,IL,1421,662,435,604,24,81,534,5.714285714,1,3301,U1,6.0,0.9742067560101692, 
404,31094,GA,405,254,166,208,0,81,215,6.666666667,0,2801,R3,5.0,0.033603175187845724, 
405,58463,KY,297,187,176,178,0,72,185,21.0,2,1605,R3,10.0,0.8375113628715201, 
406,160716,KS,317,249,231,249,0,64,241,4.885769231,28,0,C2,7.0,0.8018572060894421, 
407,156414,CA,2184,419,351,376,67,38,394,12.5,0,1601,U1,20.0,0.688680632078793, 
408,137592,Arizona,0,0,0,0,0,0,0,17.5,1,1201,C3,25.0,0.554657717453693, 
409,130840,CO,1848,765,643,688,40,24,705,8.35,0,1805,T1,20.0,0.23671931120098988, 
410,133176,ID,2111,550,320,408,53,26,444,16.5,2,3601,R1,50.0,0.2136630736976015, 
411,164044,CA,5795,1204,1329,1326,99,36,1201,11.66666667,0,4201,T1,15.0,0.7954837783903979, 
412,190746,AL,710,457,402,429,0,50,433,10.71428571,1,3701,T1,11.0,0.6842962806899927, 
413,52116,NC,680,318,236,279,2,60,277,9.269230769,0,1703,T2,10.0,0.0545535258715667, 
414,42913,FL,950,469,357,449,3,16,420,7.2,0,4601,C2,5.0,0.8978849803628458, 
415,124143,TX,846,602,538,541,0,73,595,5.181818182,72,3803,C1,6.0,0.9582060753194525, 
416,47385,AL,2432,1105,1273,1332,64,62,1057,15.0,1,6001,S1,15.0,0.3446883750515827, 
417,92312,IL,3573,1179,1245,1474,98,70,1065,10.33333333,28,3202,S1,24.0,0.20673801602707387, 
418,114208,OK,393,221,195,212,0,65,222,15.55555556,0,3401,T3,50.0,0.5892349041549731, 
419,127744,TX,600,479,420,461,0,77,467,8.727272727,0,2104,T1,15.0,0.953102409117884, 
420,86696,ND,469,398,293,354,0,79,331,19.28571429,0,2307,T1,25.0,0.5057419671880515, 
421,177131,OR,605,323,223,326,0,47,283,12.25,28,2101,C2,10.0,0.5409058982118258, 
422,42689,FL,711,363,267,305,0,7,307,3.857142857,2,0,C2,4.0,0.07736903487380153, 
423,7879,CA,1072,427,284,306,6,63,378,17.85714286,2,3011,C2,25.0,0.3046328063166086, 
424,13089,MI,782,504,462,475,1,89,498,20.18181818,0,6112,T2,34.0,0.25442570333011383, 
425,98085,IL,464,364,225,291,0,84,277,10.2,1,0,R2,10.0,0.5026369413329774, 
426,5614,CA,1803,492,281,418,20,13,364,13.71428571,1,1908,C2,19.0,0.33341236883745495, 
427,122198,TX,1329,743,685,727,1,38,689,6.2,2,5601,C1,6.0,0.696869286442568, 
428,131537,AL,408,286,215,253,1,87,259,8.444444444,0,0,C2,7.0,0.9603201044283292, 
429,171609,CA,1537,544,495,509,19,58,528,13.0,0,4201,S1,20.0,0.6991726778378494, 
430,47914,AL,488,311,300,314,0,82,282,4.714285714,30,1901,T2,5.0,0.12058069854328468, 
431,25226,SC,799,467,429,445,0,70,421,9.125,1,2703,T2,12.5,0.23162690271605468, 
432,158567,CA,1722,408,324,406,13,62,365,6.071428571,0,1110,S1,6.0,0.9486380648421415, 
433,103535,MO,365,296,215,249,0,70,269,13.33333333,2,3801,R3,15.0,0.24883996773217254, 
434,13394,IL,1204,557,444,514,5,72,491,7.4,0,3001,S1,15.0,0.764869206862334, 
435,45870,FL,518,264,184,213,0,12,228,9.333333333,1,3001,C3,20.0,0.3422762690387545, 
436,169703,CA,2486,543,475,508,73,71,516,3.491935484,0,1501,C2,25.0,0.13607656339077234, 
437,147484,CA,5439,1004,984,1029,98,45,961,12.22222222,0,1601,S1,12.0,0.643925465881126, 
438,151907,CA,3477,629,424,601,90,37,528,5.4,0,5901,C1,6.0,0.45413259791896965, 
439,152283,CA,2813,474,313,366,81,12,388,10.0,0,3604,C2,10.0,0.9963626248175043, 
440,146742,CA,3909,901,870,886,98,45,878,11.28571429,1,3001,S1,15.0,0.9522159251010478, 
441,68240,MI,237,274,255,250,0,58,274,12.84615385,0,3001,U4,25.0,0.8463832567713943, 
442,24975,SC,545,338,302,316,1,80,324,15.0,0,4401,R2,20.0,0.41411957912603403, 
443,25027,SC,482,335,239,282,1,81,287,5.071428571,0,5502,R2,5.0,0.28179505968661345, 
444,184269,WA,506,356,274,320,0,37,310,10.0,0,1406,C2,10.0,0.29084047418403225, 
445,187915,NJ,1344,472,436,468,7,75,439,3.931538461,0,0,T2,20.0,0.049034822635098285, 
446,16972,NC,621,352,267,328,0,81,300,10.5875,1,5801,R2,12.0,0.14900790110999695, 
447,126469,TX,564,288,199,207,1,73,274,8.730769231,0,1808,C1,15.0,0.8318549123354808, 
448,42548,FL,398,210,193,207,0,42,195,8.769230769,0,2401,T3,11.0,0.7019587765855312, 
449,72416,MI,667,395,333,380,0,68,345,6.722222222,1002,1606,R2,5.0,0.49684138366502595, 
450,118163,TX,948,684,545,604,1,54,655,5.0,2,0,R2,5.0,0.5531446114054354, 
451,174833,OR,953,455,319,379,1,45,387,13.2,2,2002,S2,20.0,0.010362243618383005, 
452,19623,NC,1070,476,384,420,24,67,435,6.533333333,0,6201,T1,14.0,0.34797604756563993, 
453,159506,CA,1029,413,415,401,5,64,408,5.133333333,1,0,R2,10.0,0.8261275622049348, 
454,153743,CA,1325,464,381,458,4,38,403,16.35294118,0,5901,S1,26.0,0.3626301057557265, 
455,100447,MO,806,441,357,393,0,81,386,4.0,0,5401,S2,3.0,0.47996641689472674, 
456,126403,TX,339,207,158,161,0,58,212,8.25,2,2403,C3,10.0,0.5164828081383229, 
457,77695,WI,1040,569,492,505,5,79,549,15.0,1,5801,T1,20.0,0.7616392503578612, 
458,18266,NC,487,314,273,308,0,76,275,5.0,0,2505,C3,5.0,0.4776637105101085, 
459,80893,WI,498,390,278,348,0,87,357,8.333333333,1,1507,T2,25.0,0.091361346529512, 
460,169553,CA,942,304,204,254,6,58,306,5.611111111,28,5901,R2,10.0,0.21589513386563108, 
461,30450,GA,1156,655,420,617,5,56,541,31.0,2,2407,C2,50.0,0.20805241846778577, 
462,98220,IL,331,314,195,288,0,72,255,7.5,0,3601,R3,10.0,0.6943594780187647, 
463,134833,UT,498,299,139,229,0,70,246,5.5,1,3901,R2,6.0,0.9996718659782177, 
464,179014,WA,904,407,296,372,2,46,330,13.6,2,1001,T1,23.0,0.29730084927586653, 
465,77023,IA,324,202,146,192,0,47,186,12.5,1,4301,C3,15.0,0.4419969415661964, 
466,10028,CA,1771,341,314,335,13,45,322,11.1875,1,0,C2,20.0,0.896663710942293, 
467,20522,NC,1203,543,462,473,10,51,497,15.0,1,5001,T1,15.0,0.44005315153387425, 
468,82065,MN,737,469,506,504,0,83,472,8.454545455,0,3601,T2,10.0,0.8222983366786171, 
469,20769,NC,504,287,191,228,1,81,246,5.0,2,4601,T2,5.0,0.03236751167891816, 
470,160970,CA,931,343,307,318,2,50,332,5.090909091,1,2111,T1,5.0,0.4494749110332168, 
471,174609,OR,819,367,259,275,2,41,331,7.538461539,0,0,T2,10.0,0.1917587407646706, 
472,127166,TX,1490,818,612,645,25,56,733,18.47826087,1002,2512,S1,30.0,0.42892627764217006, 
473,155967,CA,2521,516,412,424,63,45,512,5.555555556,0,2001,C2,5.0,0.45959643060864497, 
474,14790,CA,4068,872,753,821,99,37,748,6.4,1,2104,U1,15.0,0.3149402663006363, 
475,20583,NC,810,503,441,457,1,56,489,8.133333333,28,2801,C1,14.0,0.5343072828077157, 
476,185934,CA,1364,308,244,255,15,43,296,18.75,2,0,U4,25.0,0.928478930615112, 
477,109449,LA,456,317,238,263,0,67,281,11.0,2,2211,T2,12.0,0.294436497442102, 
478,64115,IN,501,445,359,407,0,65,385,7.5,1,2506,C2,15.0,0.23068781283442308, 
479,154202,CA,810,264,180,214,2,32,217,12.83333333,0,0,T2,50.0,0.9261497458552739, 
480,153001,CA,1960,469,265,321,46,33,362,6.3,1,5203,S2,5.0,0.2468787753213998, 
481,154216,CA,770,313,213,264,3,45,276,4.714285714,2,1301,T2,13.0,0.999263206239436, 
482,174976,OR,619,324,244,271,1,53,300,12.25,0,5901,R2,15.0,0.8186897614062976, 
483,140547,NM,544,341,259,305,1,44,322,20.0,0,0,R2,20.0,0.33720908248564996, 
484,169371,CA,1436,372,308,347,16,66,338,25.0,0,1601,T2,20.0,0.37242502099564645, 
485,167100,CA,3223,597,487,516,89,59,568,6.444444444,0,1704,S1,10.0,0.5549234866233147, 
486,157295,CA,5500,614,365,424,99,50,456,11.53846154,2,1501,S1,35.0,0.9754813607811259, 
487,19020,NC,1588,511,450,471,35,61,478,16.2,2,2801,T1,19.0,0.15068298770466604, 
488,105325,KS,227,251,202,241,0,72,220,2.445945946,28,0,T2,6.0,0.9615542874220971, 
489,30117,GA,679,402,350,374,0,87,377,13.0,1,7101,T2,16.0,0.7505339340394761, 
490,121798,TX,612,547,508,510,0,51,551,12.33333333,1,3601,U1,15.0,0.4779086805324575, 
491,86322,SD,213,329,222,273,1,57,283,5.125,0,6701,T2,5.0,0.14811625891842373, 
492,56886,KY,1111,636,506,591,2,52,552,6.636363636,1,2601,S1,12.0,0.3782917971245343, 
493,177613,OR,803,326,222,240,4,36,311,19.23076923,0,0,R2,20.0,0.698255942851009, 
494,43492,FL,665,312,240,264,2,26,273,7.0,0,0,S2,12.0,0.08772626647325177, 
495,931,OR,646,328,239,249,1,58,305,5.1,1002,4711,R2,12.0,0.6917531889964218, 
496,19510,NC,2441,866,579,740,67,54,697,11.0,0,2001,C1,12.5,0.9142780017323602, 
497,38165,CA,1985,490,414,446,48,38,467,10.36363636,1002,4607,U2,14.0,0.3959719779026353, 
498,171879,CA,1016,303,235,246,1,66,278,20.0,0,0,U3,20.0,0.3354013198728467, 
499,135248,Arizona,596,361,308,316,0,42,345,11.81818182,1,1612,U2,20.0,0.3289008262246512, 
500,187171,Arizona,851,387,299,363,0,10,330,15.0,1,0,C2,15.0,0.6927608294083141, 
501,77915,WI,477,375,278,321,0,66,303,8.571428571,0,2212,S3,15.0,0.7990499218070967, 
502,64419,IN,725,360,305,309,1,77,349,10.22222222,1,0,R2,14.0,0.05604183193412171, 
503,51185,TN,457,292,186,242,0,78,237,9.333333333,1,0,R2,10.0,0.4983969519448286, 
504,79116,WI,377,375,311,363,0,49,320,5.0,0,3601,C2,10.0,0.65084705787664, 
505,68951,MI,1223,704,575,644,8,68,638,25.0,1,7107,S1,25.0,0.7484268494097781, 
506,50570,TN,308,269,182,220,0,76,231,10.0,1,0,R3,10.0,0.6391473037242453, 
507,90775,IL,1097,473,312,463,3,79,371,10.71428571,1,5103,S2,17.0,0.27777517381690187, 
508,186375,OR,1060,500,340,425,11,32,422,15.0,0,0,C1,10.0,0.7416968363268441, 
509,90765,IL,870,420,356,405,0,64,361,26.66666667,3,0,U2,20.0,0.6593746929908177, 
510,76128,IA,543,387,271,349,0,83,339,4.964285714,0,3201,R2,5.0,0.13493450502087545, 
511,28082,GA,1063,558,477,529,7,65,526,15.0,0,0,T2,20.0,0.2781257509338223, 
512,47869,AL,402,287,186,240,0,71,230,37.2,2,2401,C3,20.0,0.9013561832416467, 
513,176740,OR,770,318,228,282,3,47,272,20.0,1,0,C1,30.0,0.03965643861124091, 
514,48487,AL,364,277,170,231,0,92,221,10.0,0,4601,R3,25.0,0.6308877952712096, 
515,2490,SC,620,373,323,358,0,69,348,3.35516129,0,2901,T2,3.0,0.3969470357239764, 
516,41312,FL,577,373,157,324,0,45,224,11.09090909,2,2912,U3,23.0,0.49034308363378143, 
517,17094,NC,897,479,454,473,0,60,444,13.0,0,4001,T1,15.0,0.2039114128029661, 
518,56787,KY,651,359,321,345,0,76,361,9.666666667,1,6508,S2,13.0,0.8398527822962086, 
519,164167,CA,2292,710,642,670,70,52,680,6.4,0,5301,S1,13.0,0.40936351131537185, 
520,41785,FL,972,462,316,367,12,10,388,11.2,0,2811,C1,17.0,0.2008977233143553, 
521,126959,TX,1035,471,273,386,10,73,356,11.42857143,1,5601,R1,15.0,0.6701510503017143, 
522,29526,GA,431,319,258,283,0,81,289,7.25,28,4001,R3,10.0,0.9644764891819136, 
523,142901,CA,4947,748,586,608,99,38,682,10.0,2,2101,U1,10.0,0.48116816475638835, 
524,105827,KS,351,356,213,245,0,62,225,12.89473684,0,5001,C3,20.0,0.14518748178005814, 
525,159439,CA,439,228,203,203,0,57,230,5.636363636,1,0,R3,5.0,0.44826899884910354, 
526,11459,CA,1967,482,371,418,49,53,438,5.261851852,1,0,T2,7.0,0.6999547240570696, 
527,129268,CO,952,457,394,407,1,47,436,6.142857143,2,3109,S1,10.0,0.7893776026370027, 
528,122256,TX,637,457,404,407,0,37,446,4.714285714,0,5401,U1,20.0,0.8061407113402007, 
529,92355,IL,1413,539,414,482,6,68,489,8.0,1,2601,C1,25.0,0.7608637149623753, 
530,59811,IN,360,307,206,266,0,76,252,15.28571429,0,0,T3,5.0,0.6893663756647982, 
531,173497,HI,3676,722,683,692,91,68,724,20.0,2,2801,S1,5.0,0.7468943632424702, 
532,177017,OR,719,321,224,269,6,42,280,7.6,1,0,R2,15.0,0.3216071385170748, 
533,15350,NC,1071,575,357,494,18,55,490,17.5,28,2701,C1,15.0,0.32181043335857407, 
534,4629,CO,1460,668,551,565,12,36,641,7.102941177,1,2302,C1,15.0,0.45800906517325946, 
535,162598,CA,2766,439,362,433,84,53,398,13.0,2,2001,S1,20.0,0.13778307052104755, 
536,178949,WA,3442,793,658,671,77,46,749,10.0,1,3901,S1,15.0,0.48612727709020054, 
537,189880,MN,528,335,204,271,0,69,243,8.333333333,2,1801,T2,10.0,0.5429769395281902, 
538,132031,NM,1345,678,609,635,3,18,629,11.0,1,2301,R2,23.0,0.577131211002423, 
539,38111,FL,747,376,380,385,0,25,398,4.722222222,1,1311,C1,7.0,0.8385067577315322, 
540,21375,NC,498,326,243,284,1,86,285,20.0,0,5401,T2,25.0,0.6045487691336969, 
541,31735,FL,881,496,355,464,5,27,388,11.0,28,0,T1,19.0,0.2447830635780298, 
542,132456,CO,957,400,319,360,9,49,365,5.0,2,2201,R1,7.0,0.08605170328653944, 
543,121165,TX,920,633,160,753,8,43,348,15.0,1,6601,U1,10.0,0.3092085831922631, 
544,175226,OR,693,259,213,248,2,61,232,7.25,1,1809,R2,11.0,0.12699517858677978, 
545,190534,CA,1922,332,284,307,44,45,300,5.545454545,0,501,U3,6.0,0.2940466019936475, 
546,33383,FL,1473,688,611,647,17,28,649,7.333333333,28,0,T1,11.0,0.11622367677210643, 
547,64261,IN,369,346,251,305,0,88,295,5.625,2,0,T2,10.0,0.17546113590535306, 
548,106854,CO,1070,518,505,510,0,34,529,7.583333333,2,0,T1,8.0,0.7322427273854748, 
549,115676,TX,340,237,191,221,0,57,208,14.22222222,4,0,T2,20.0,0.16705582130704244, 
550,60195,IN,684,357,272,321,1,74,298,13.5,0,5501,S1,25.0,0.30044997618883784, 
551,6308,SC,454,320,244,285,0,85,280,10.77777778,0,1803,R2,12.0,0.26787233345432626, 
552,93883,IL,574,363,289,318,0,69,315,3.555555556,0,4601,U3,4.0,0.6010996695998103, 
