,state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
1624,West,3974.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,117,9.0,78,0.0,1,Personal Auto,Personal,Offer2,Agent,562.0,Four-Door Car,Medsize,January
1625,Central,7582.0,Yes,Basic,College,Employed,M,64801,Urban,Married,64,23.0,19,0.0,2,Personal Auto,Personal,Offer2,Web,268.0,Four-Door Car,Medsize,February
1626,North_West,4653.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,64,5.0,18,1.0,3,Corporate Auto,Corporate,Offer1,Call Center,307.0,Four-Door Car,Medsize,February
1627,Central,7186.0,No,Extended,High School or Below,Employed,M,63741,Rural,Single,91,25.0,15,0.0,3,Corporate Auto,Corporate,Offer3,Call Center,37.0,Four-Door Car,Medsize,January
1628,North_West,13917.0,No,Extended,College,Employed,M,67267,Rural,Single,89,31.0,10,0.0,2,Corporate Auto,Corporate,Offer3,Call Center,95.0,Four-Door Car,Medsize,January
1629,Central,9036.0,Yes,Premium,High School or Below,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,3,Personal Auto,Personal,Offer2,Web,542.0,Four-Door Car,Large,January
1630,North_West,8510.0,Yes,Basic,Master,Disabled,M,26057,Suburban,Divorced,74,3.0,63,0.0,2,Personal Auto,Personal,Offer1,Call Center,524.0,Four-Door Car,Small,January
1631,West,2979.0,No,Extended,Bachelor,Employed,F,64586,Urban,Single,76,3.0,17,0.0,1,Personal Auto,Personal,Offer3,Branch,207.0,Four-Door Car,Medsize,January
1632,East,26197.0,Yes,Basic,High School or Below,Disabled,F,18495,Suburban,Married,113,10.0,15,0.0,2,Personal Auto,Personal,Offer1,Branch,542.0,Four-Door Car,Large,January
1633,Central,5127.0,No,Extended,College,Employed,F,33169,Suburban,Married,128,33.0,14,0.0,1,Personal Auto,Personal,Offer4,Branch,614.0,Four-Door Car,Medsize,January
1634,West,3210.0,No,Extended,Bachelor,Unemployed,F,0,Urban,Divorced,88,3.0,8,0.0,1,Personal Auto,Personal,Offer1,Web,326.0,Four-Door Car,Large,January
1635,West,3528.0,Yes,Extended,Doctor,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal,Offer1,Branch,442.0,Two-Door Car,Medsize,February
1636,Central,8091.0,No,Basic,High School or Below,Employed,M,86180,Rural,Divorced,69,11.0,43,4.0,2,Personal Auto,Personal,Offer4,Branch,48.0,Four-Door Car,Large,January
1637,West,9373.0,No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,126,19.0,17,0.0,3,Personal Auto,Personal,Offer3,Branch,605.0,Four-Door Car,Medsize,February
1638,East,2004.0,Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Corporate Auto,Corporate,Offer1,Branch,317.0,Four-Door Car,Small,February
1639,North_West,6263.0,No,Premium,College,Employed,M,30110,Urban,Married,159,20.0,71,0.0,1,Corporate Auto,Corporate,Offer4,Agent,466.0,Sports Car,Small,February
1640,North_West,10346.0,No,Extended,High School or Below,Employed,F,55906,Rural,Married,86,26.0,3,0.0,2,Personal Auto,Personal,Offer3,Agent,58.0,Four-Door Car,Medsize,February
1641,Central,13771.0,Yes,Premium,High School or Below,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal,Offer1,Agent,557.0,Four-Door Car,Medsize,February
1642,Central,25402.0,No,Extended,Bachelor,Employed,F,36800,Urban,Single,91,20.0,18,0.0,2,Personal Auto,Personal,Offer2,Agent,237.0,Two-Door Car,Medsize,February
1643,East,3274.0,No,Extended,Bachelor,Employed,F,31686,Suburban,Married,81,11.0,33,0.0,1,Personal Auto,Personal,Offer1,Agent,431.0,Four-Door Car,Small,January
1644,West,5319.0,No,Extended,High School or Below,Employed,M,37331,Suburban,Married,134,26.0,7,0.0,1,Personal Auto,Personal,Offer2,Agent,899.0,Four-Door Car,Medsize,February
1645,North_West,2534.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,11.0,77,0.0,1,Corporate Auto,Corporate,Offer2,Web,517.0,Four-Door Car,Medsize,January
1646,East,9002.0,No,Premium,High School or Below,Employed,M,76184,Suburban,Married,111,23.0,19,0.0,3,Corporate Auto,Corporate,Offer2,Agent,533.0,Two-Door Car,Small,February
1647,Central,9119.0,No,Basic,High School or Below,Employed,F,33882,Rural,Married,114,22.0,39,0.0,3,Personal Auto,Personal,Offer3,Branch,273.0,Four-Door Car,Medsize,February
1648,North_West,6011.0,No,Basic,Master,Employed,M,49311,Suburban,Married,74,25.0,85,0.0,3,Personal Auto,Personal,Offer2,Branch,355.0,Four-Door Car,Large,January
1649,East,3261.0,No,Extended,Bachelor,Unemployed,M,0,Suburban,Divorced,93,29.0,63,0.0,1,Personal Auto,Personal,Offer3,Agent,670.0,Four-Door Car,Medsize,February
1650,North_West,2317.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,68,10.0,81,0.0,1,Corporate Auto,Corporate,Offer1,Call Center,490.0,Two-Door Car,Medsize,January
1651,North_West,6554.0,No,Extended,College,Disabled,F,25222,Suburban,Single,90,28.0,69,0.0,3,Personal Auto,Personal,Offer2,Agent,476.0,Four-Door Car,Small,January
1652,Central,16473.0,Yes,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,11.0,54,0.0,2,Personal Auto,Personal,Offer1,Agent,509.0,Four-Door Car,Medsize,February
1653,West,3318.0,No,Extended,High School or Below,Employed,M,74142,Suburban,Married,83,24.0,60,0.0,1,Personal Auto,Personal,Offer4,Branch,398.0,Two-Door Car,Medsize,January
1654,East,15436.0,No,Extended,College,Employed,F,84581,Rural,Married,96,25.0,50,0.0,2,Personal Auto,Personal,Offer4,Web,4.0,Four-Door Car,Large,February
1655,North_West,3116.0,No,Extended,College,Employed,M,54420,Suburban,Single,80,27.0,0,0.0,1,Personal Auto,Personal,Offer2,Call Center,576.0,Four-Door Car,Medsize,January
1656,West,5846.0,No,Premium,High School or Below,Employed,M,85956,Urban,Married,145,0.0,85,0.0,1,Corporate Auto,Corporate,Offer1,Call Center,510.0,Four-Door Car,Small,January
1657,Central,5261.0,No,Basic,High School or Below,Employed,F,60101,Rural,Married,66,34.0,74,0.0,3,Corporate Auto,Corporate,Offer2,Agent,1.0,Two-Door Car,Medsize,February
1658,West,4119.0,Yes,Premium,Bachelor,Employed,F,69379,Suburban,Single,103,14.0,79,0.0,1,Personal Auto,Personal,Offer1,Branch,494.0,Two-Door Car,Medsize,January
1659,East,2588.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,74,7.0,63,0.0,1,Personal Auto,Personal,Offer1,Agent,851.0,Four-Door Car,Medsize,January
1660,East,5533.0,No,Basic,College,Employed,M,59768,Suburban,Married,71,6.0,93,1.0,3,Personal Auto,Personal,Offer1,Branch,341.0,Four-Door Car,Small,February
1661,Central,7985.0,No,Basic,Bachelor,Employed,F,52339,Suburban,Divorced,70,7.0,55,3.0,2,Corporate Auto,Corporate,Offer3,Web,336.0,Four-Door Car,Medsize,February
1662,Central,6274.0,Yes,Extended,College,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,3,Personal Auto,Personal,Offer1,Branch,413.0,Four-Door Car,Medsize,February
1663,Central,7996.0,No,Extended,College,Employed,M,93459,Suburban,Married,99,9.0,85,0.0,3,Personal Auto,Personal,Offer2,Web,655.0,Four-Door Car,Medsize,January
1664,North_West,11009.0,Yes,Premium,Bachelor,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Corporate Auto,Corporate,Offer2,Agent,1358.0,Luxury Car,Medsize,January
1665,North_West,13056.0,No,Premium,High School or Below,Employed,M,58684,Suburban,Married,162,4.0,77,0.0,3,Personal Auto,Personal,Offer1,Web,1166.0,Four-Door Car,Medsize,January
1666,Central,5793.0,No,Basic,Bachelor,Employed,F,87382,Suburban,Married,72,26.0,65,0.0,3,Personal Auto,Personal,Offer2,Web,346.0,Four-Door Car,Large,January
1667,Central,2539.0,Yes,Basic,Bachelor,Retired,M,18608,Suburban,Divorced,71,13.0,24,0.0,1,Personal Auto,Personal,Offer2,Web,341.0,Four-Door Car,Medsize,February
1668,West,15486.0,No,Basic,Master,Employed,F,72026,Urban,Married,191,22.0,72,0.0,3,Corporate Auto,Corporate,Offer4,Web,555.0,Luxury Car,Small,January
1669,West,7805.0,Yes,Basic,College,Retired,F,21073,Suburban,Divorced,106,25.0,54,1.0,3,Personal Auto,Personal,Offer1,Agent,509.0,Four-Door Car,Small,January
1670,North_West,6086.0,No,Extended,College,Retired,F,13688,Suburban,Divorced,84,25.0,2,0.0,3,Personal Auto,Personal,Offer1,Agent,403.0,Two-Door Car,Medsize,February
1671,Central,5507.0,No,Basic,Master,Medical Leave,M,11343,Rural,Married,72,14.0,78,0.0,3,Personal Auto,Personal,Offer1,Agent,155.0,Four-Door Car,Medsize,February
1672,West,7715.0,No,Extended,High School or Below,Employed,F,48784,Urban,Married,96,28.0,86,0.0,3,Corporate Auto,Corporate,Offer1,Branch,252.0,Four-Door Car,Medsize,January
1673,North_West,7916.0,No,Extended,High School or Below,Employed,M,31383,Suburban,Married,99,24.0,72,0.0,3,Corporate Auto,Corporate,Offer2,Agent,475.0,Four-Door Car,Medsize,February
1674,North_West,7100.0,No,Premium,College,Employed,M,31670,Suburban,Married,179,33.0,3,0.0,1,Corporate Auto,Corporate,Offer3,Agent,1289.0,Sports Car,Large,February
1675,East,10242.0,No,Premium,College,Unemployed,M,0,Suburban,Single,150,32.0,20,0.0,3,Personal Auto,Personal,Offer1,Branch,1080.0,Four-Door Car,Small,February
1676,Central,2383.0,No,Basic,Bachelor,Unemployed,F,0,Rural,Married,65,24.0,47,0.0,1,Personal Auto,Personal,Offer1,Agent,27.0,Four-Door Car,Medsize,January
1677,Central,2999.0,No,Extended,High School or Below,Employed,M,28564,Suburban,Married,76,17.0,44,0.0,1,Corporate Auto,Corporate,Offer2,Branch,365.0,Two-Door Car,Small,January
1678,Central,3645.0,Yes,Extended,High School or Below,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal,Offer2,Agent,432.0,Two-Door Car,Large,January
1679,West,5715.0,No,Basic,Bachelor,Employed,F,74905,Rural,Single,72,16.0,35,0.0,3,Personal Auto,Personal,Offer1,Call Center,167.0,Four-Door Car,Medsize,February
1680,North_West,5761.0,No,Basic,College,Employed,F,83392,Rural,Married,71,30.0,80,0.0,3,Personal Auto,Personal,Offer2,Web,126.0,Four-Door Car,Medsize,January
1681,Central,5272.0,No,Basic,College,Employed,F,96668,Suburban,Single,66,2.0,95,0.0,3,Personal Auto,Personal,Offer1,Agent,317.0,Four-Door Car,Medsize,February
1682,West,5111.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,6.0,13,2.0,3,Personal Auto,Personal,Offer1,Branch,595.0,Four-Door Car,Medsize,January
1683,West,3421.0,No,Extended,Master,Retired,F,11652,Suburban,Married,89,23.0,13,0.0,1,Personal Auto,Personal,Offer4,Call Center,526.0,Two-Door Car,Small,February
1684,Central,3320.0,No,Extended,Bachelor,Employed,M,69152,Rural,Single,89,8.0,83,4.0,1,Personal Auto,Personal,Offer3,Web,221.0,Four-Door Car,Large,January
1685,West,9007.0,No,Extended,College,Unemployed,M,0,Suburban,Married,86,19.0,99,1.0,2,Personal Auto,Personal,Offer1,Web,413.0,Four-Door Car,Medsize,January
1686,North_West,4428.0,Yes,Basic,High School or Below,Employed,F,58577,Urban,Married,110,6.0,62,0.0,1,Personal Auto,Personal,Offer1,Agent,304.0,Four-Door Car,Medsize,January
1687,Central,20843.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,14.0,29,0.0,2,Personal Auto,Personal,Offer1,Web,709.0,Four-Door Car,Medsize,January
1688,West,5678.0,No,Basic,College,Employed,M,53078,Suburban,Single,73,1.0,10,0.0,3,Personal Auto,Personal,Offer1,Branch,764.0,Four-Door Car,Medsize,January
1689,North_West,4051.0,No,Basic,College,Employed,M,88454,Urban,Divorced,101,8.0,89,0.0,1,Personal Auto,Personal,Offer1,Web,309.0,Four-Door Car,Medsize,February
1690,North_West,13777.0,No,Basic,High School or Below,Employed,M,62634,Rural,Single,116,10.0,89,0.0,2,Personal Auto,Personal,Offer3,Call Center,122.0,Four-Door Car,Medsize,January
1691,Central,5390.0,No,Basic,High School or Below,Employed,M,70705,Urban,Married,69,31.0,61,2.0,3,Personal Auto,Personal,Offer1,Agent,272.0,Two-Door Car,Medsize,February
1692,East,2751.0,No,Basic,Bachelor,Employed,F,34200,Rural,Divorced,70,27.0,15,0.0,1,Corporate Auto,Corporate,Offer3,Agent,167.0,Four-Door Car,Medsize,February
1693,North_West,2482.0,No,Basic,High School or Below,Disabled,F,26100,Suburban,Single,67,6.0,29,0.0,1,Personal Auto,Personal,Offer1,Agent,482.0,Four-Door Car,Medsize,January
1694,North_West,4999.0,No,Basic,Master,Employed,M,49414,Rural,Single,68,8.0,82,5.0,3,Personal Auto,Personal,Offer1,Agent,160.0,Four-Door Car,Large,January
1695,Central,2928.0,No,Basic,High School or Below,Employed,M,63127,Rural,Married,74,35.0,17,1.0,1,Personal Auto,Personal,Offer4,Agent,174.0,Two-Door Car,Large,January
1696,West,40132.0,No,Extended,Bachelor,Employed,F,98710,Urban,Married,123,21.0,42,0.0,2,Personal Auto,Personal,Offer2,Branch,587.0,Sports Car,Medsize,February
1697,North_West,9095.0,Yes,Basic,College,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,3,Personal Auto,Personal,Offer2,Call Center,557.0,Four-Door Car,Medsize,January
1698,Central,12887.0,No,Premium,Bachelor,Employed,F,48767,Suburban,Married,108,18.0,38,0.0,2,Personal Auto,Personal,Offer1,Agent,566.0,Two-Door Car,Medsize,February
1699,East,3009.0,No,Extended,Bachelor,Unemployed,M,0,Urban,Single,87,2.0,55,0.0,1,Personal Auto,Personal,Offer1,Branch,401.0,Four-Door Car,Medsize,January
1700,Central,2677.0,No,Basic,Master,Unemployed,M,0,Suburban,Married,71,17.0,6,0.0,1,Corporate Auto,Corporate,Offer4,Branch,341.0,Four-Door Car,Medsize,January
1701,North_West,4329.0,No,Basic,College,Retired,M,24711,Suburban,Divorced,62,15.0,11,0.0,3,Personal Auto,Personal,Offer1,Call Center,363.0,Two-Door Car,Small,January
1702,West,2689.0,No,Basic,High School or Below,Employed,M,50719,Suburban,Single,68,10.0,28,0.0,1,Personal Auto,Personal,Offer2,Call Center,394.0,Four-Door Car,Medsize,February
1703,West,9817.0,Yes,Basic,College,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal,Offer1,Branch,129.0,Four-Door Car,Medsize,January
1704,Central,3994.0,No,Basic,Bachelor,Disabled,M,17672,Suburban,Divorced,110,28.0,16,0.0,1,Personal Auto,Personal,Offer3,Branch,792.0,Four-Door Car,Medsize,January
1705,North_West,8032.0,No,Basic,High School or Below,Employed,M,40082,Suburban,Divorced,69,6.0,18,0.0,2,Personal Auto,Personal,Offer4,Agent,331.0,Four-Door Car,Small,January
1706,North_West,5266.0,No,Basic,High School or Below,Employed,F,93348,Rural,Married,65,23.0,50,0.0,3,Personal Auto,Personal,Offer2,Call Center,109.0,Four-Door Car,Medsize,February
1707,North_West,7192.0,No,Basic,High School or Below,Unemployed,M,0,Urban,Married,67,9.0,54,0.0,2,Personal Auto,Personal,Offer3,Branch,309.0,Two-Door Car,Medsize,January
1708,Central,2453.0,No,Basic,Master,Unemployed,M,0,Suburban,Married,70,5.0,70,2.0,1,Personal Auto,Personal,Offer4,Branch,450.0,Two-Door Car,Medsize,January
1709,Central,6054.0,No,Extended,Master,Disabled,F,17200,Rural,Married,83,5.0,62,4.0,3,Personal Auto,Personal,Offer1,Branch,49.0,Four-Door Car,Medsize,February
1710,North_West,2956.0,No,Basic,High School or Below,Employed,M,40901,Rural,Married,74,2.0,36,0.0,1,Corporate Auto,Corporate,Offer4,Branch,14.0,Four-Door Car,Medsize,January
1711,West,2489.0,No,Basic,College,Employed,F,31058,Urban,Married,67,5.0,19,5.0,1,Personal Auto,Personal,Offer4,Branch,309.0,Two-Door Car,Medsize,January
1712,West,3000.0,No,Basic,High School or Below,Employed,F,77041,Suburban,Married,74,11.0,61,0.0,1,Personal Auto,Personal,Offer3,Agent,475.0,Two-Door Car,Large,February
1713,Central,10083.0,Yes,Extended,High School or Below,Retired,F,11828,Suburban,Divorced,90,18.0,84,0.0,2,Personal Auto,Personal,Offer1,Agent,571.0,Four-Door Car,Large,February
1714,West,2939.0,No,Basic,College,Employed,M,53357,Rural,Married,73,4.0,77,0.0,1,Personal Auto,Personal,Offer2,Call Center,55.0,Four-Door Car,Medsize,January
1715,Central,7629.0,No,Extended,College,Unemployed,M,0,Suburban,Single,77,17.0,65,0.0,2,Personal Auto,Personal,Offer1,Agent,370.0,Four-Door Car,Small,February
1716,West,3732.0,Yes,Extended,High School or Below,Unemployed,F,0,Suburban,Married,96,31.0,34,0.0,1,Corporate Auto,Corporate,Offer1,Agent,461.0,Four-Door Car,Large,February
1717,West,14663.0,No,Basic,Master,Employed,M,91015,Rural,Divorced,73,31.0,30,1.0,2,Personal Auto,Personal,Offer3,Agent,119.0,Two-Door Car,Medsize,January
1718,North_West,4899.0,No,Basic,College,Employed,M,33938,Rural,Single,64,21.0,76,0.0,3,Personal Auto,Personal,Offer1,Branch,64.0,Four-Door Car,Medsize,February
1719,West,8163.0,No,Premium,High School or Below,Employed,F,66140,Suburban,Married,101,11.0,21,0.0,3,Corporate Auto,Corporate,Offer1,Call Center,485.0,Four-Door Car,Small,January
1720,North_West,10835.0,No,Extended,College,Employed,F,34612,Suburban,Married,91,8.0,77,1.0,2,Special Auto,Special,Offer4,Web,655.0,Four-Door Car,Small,January
1721,North_West,4068.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,63,3.0,35,4.0,3,Personal Auto,Personal,Offer4,Web,753.0,Two-Door Car,Medsize,January
1722,Central,4771.0,Yes,Basic,College,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,3,Personal Auto,Personal,Offer1,Web,363.0,Two-Door Car,Medsize,February
1723,North_West,5356.0,No,Basic,College,Employed,F,60752,Suburban,Married,67,4.0,19,0.0,3,Personal Auto,Personal,Offer1,Agent,414.0,Four-Door Car,Medsize,January
1724,West,4739.0,No,Premium,Bachelor,Employed,F,49447,Suburban,Married,119,9.0,48,2.0,1,Personal Auto,Personal,Offer1,Branch,762.0,Four-Door Car,Medsize,February
1725,Central,8571.0,No,Premium,Bachelor,Employed,F,56202,Urban,Married,107,19.0,33,0.0,3,Personal Auto,Personal,Offer2,Agent,514.0,Two-Door Car,Medsize,January
1726,North_West,13168.0,No,Basic,Bachelor,Employed,F,54684,Urban,Married,111,13.0,15,3.0,2,Corporate Auto,Corporate,Offer2,Agent,302.0,Sports Car,Medsize,February
1727,Central,9321.0,No,Basic,College,Unemployed,M,0,Suburban,Single,64,26.0,99,0.0,2,Personal Auto,Personal,Offer3,Agent,573.0,Four-Door Car,Large,January
1728,North_West,2772.0,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,79,6.0,55,0.0,1,Personal Auto,Personal,Offer1,Agent,379.0,Four-Door Car,Medsize,January
1729,West,9299.0,No,Extended,College,Employed,F,22094,Suburban,Married,79,2.0,34,1.0,2,Corporate Auto,Corporate,Offer4,Branch,461.0,Four-Door Car,Small,January
1730,Central,2369.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,65,8.0,91,0.0,1,Corporate Auto,Corporate,Offer3,Call Center,468.0,Four-Door Car,Medsize,February
1731,West,37112.0,No,Basic,Master,Employed,F,61552,Rural,Married,115,1.0,95,0.0,2,Personal Auto,Personal,Offer1,Agent,12.0,Four-Door Car,Medsize,February
1732,West,20474.0,No,Basic,High School or Below,Employed,M,95621,Suburban,Married,66,7.0,90,5.0,2,Personal Auto,Personal,Offer4,Web,352.0,Two-Door Car,Small,February
1733,Central,4306.0,No,Basic,Bachelor,Employed,F,31071,Rural,Single,111,0.0,57,2.0,1,Personal Auto,Personal,Offer2,Call Center,215.0,Sports Car,Small,January
1734,West,6047.0,Yes,Extended,College,Employed,M,20396,Suburban,Married,76,15.0,60,1.0,3,Personal Auto,Personal,Offer1,Branch,365.0,Four-Door Car,Medsize,February
1735,East,3280.0,No,Extended,Bachelor,Employed,F,63297,Urban,Married,82,1.0,33,0.0,1,Personal Auto,Personal,Offer2,Web,252.0,Four-Door Car,Medsize,February
1736,West,3645.0,No,Extended,College,Medical Leave,F,19121,Suburban,Married,95,1.0,18,0.0,1,Personal Auto,Personal,Offer2,Agent,915.0,Four-Door Car,Small,January
1737,Central,4376.0,Yes,Premium,Bachelor,Employed,F,63774,Rural,Divorced,111,18.0,63,0.0,1,Personal Auto,Personal,Offer2,Agent,60.0,Four-Door Car,Medsize,February
1738,Central,2854.0,No,Basic,High School or Below,Employed,M,71126,Urban,Married,71,11.0,72,0.0,1,Personal Auto,Personal,Offer4,Branch,325.0,Four-Door Car,Medsize,January
1739,West,2574.0,No,Basic,High School or Below,Employed,M,43846,Rural,Married,65,16.0,33,1.0,1,Personal Auto,Personal,Offer3,Call Center,126.0,Four-Door Car,Large,February
1740,Central,20553.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,187,22.0,97,1.0,2,Corporate Auto,Corporate,Offer1,Agent,1430.0,Luxury Car,Medsize,January
1741,Central,6092.0,No,Extended,Bachelor,Employed,M,65252,Suburban,Divorced,78,27.0,75,0.0,3,Personal Auto,Personal,Offer2,Branch,482.0,Four-Door Car,Medsize,February
1742,West,21592.0,No,Premium,High School or Below,Employed,M,51204,Suburban,Married,181,28.0,23,0.0,2,Personal Auto,Personal,Offer4,Web,930.0,Sports Car,Medsize,January
1743,North_West,2336.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,67,21.0,28,0.0,1,Special Auto,Special,Offer2,Agent,459.0,Four-Door Car,Medsize,February
1744,West,8467.0,No,Basic,College,Medical Leave,F,16370,Urban,Married,74,4.0,54,0.0,2,Personal Auto,Personal,Offer3,Branch,296.0,Two-Door Car,Large,January
1745,Central,11620.0,No,Basic,High School or Below,Employed,F,78275,Rural,Married,72,12.0,36,0.0,2,Personal Auto,Personal,Offer4,Branch,25.0,Two-Door Car,Small,January
1746,North_West,10964.0,Yes,Premium,High School or Below,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Personal Auto,Personal,Offer1,Agent,1325.0,Luxury Car,Medsize,February
1747,Central,10358.0,No,Basic,College,Employed,F,52735,Rural,Married,65,21.0,19,0.0,2,Personal Auto,Personal,Offer1,Call Center,124.0,Four-Door Car,Medsize,February
1748,Central,2698.0,No,Basic,High School or Below,Employed,M,95399,Rural,Married,68,1.0,36,1.0,1,Personal Auto,Personal,Offer4,Branch,78.0,Two-Door Car,Medsize,February
1749,North_West,26197.0,Yes,Basic,High School or Below,Disabled,F,18495,Suburban,Married,113,10.0,15,0.0,2,Corporate Auto,Corporate,Offer1,Branch,542.0,Four-Door Car,Large,January
1750,West,5878.0,No,Basic,College,Employed,F,25398,Suburban,Married,74,23.0,2,0.0,3,Personal Auto,Personal,Offer4,Branch,466.0,Four-Door Car,Large,January
1751,Central,8457.0,No,Basic,College,Employed,F,25141,Rural,Divorced,73,12.0,4,1.0,2,Personal Auto,Personal,Offer3,Agent,25.0,Four-Door Car,Medsize,January
1752,Central,14194.0,No,Basic,High School or Below,Employed,F,88178,Suburban,Married,70,32.0,78,0.0,2,Personal Auto,Personal,Offer2,Call Center,336.0,Two-Door Car,Medsize,February
1753,North_West,2280.0,No,Basic,High School or Below,Medical Leave,M,23253,Suburban,Divorced,61,20.0,49,0.0,1,Personal Auto,Personal,Offer2,Branch,293.0,Two-Door Car,Medsize,February
1754,West,4904.0,No,Basic,Master,Disabled,F,27593,Urban,Married,63,31.0,78,0.0,3,Corporate Auto,Corporate,Offer1,Agent,241.0,Two-Door Car,Medsize,January
1755,West,3747.0,Yes,Extended,College,Employed,F,41479,Rural,Married,94,14.0,38,1.0,1,Corporate Auto,Corporate,Offer2,Call Center,20.0,Two-Door Car,Large,February
1756,Central,2606.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,71,10.0,22,0.0,1,Corporate Auto,Corporate,Offer1,Agent,409.0,Two-Door Car,Small,February
1757,West,9065.0,No,Premium,Bachelor,Employed,F,40006,Rural,Divorced,114,34.0,18,1.0,3,Personal Auto,Personal,Offer1,Branch,133.0,Two-Door Car,Medsize,February
1758,West,4491.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,64,26.0,11,1.0,3,Personal Auto,Personal,Offer1,Web,307.0,Four-Door Car,Medsize,February
1759,East,20097.0,Yes,Basic,High School or Below,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Personal Auto,Personal,Offer2,Agent,379.0,Two-Door Car,Large,January
1760,West,7519.0,Yes,Extended,High School or Below,Employed,M,96306,Rural,Divorced,95,12.0,17,1.0,3,Personal Auto,Personal,Offer1,Agent,185.0,Four-Door Car,Medsize,February
1761,Central,5264.0,No,Basic,Master,Medical Leave,M,14306,Urban,Divorced,74,31.0,22,3.0,3,Corporate Auto,Corporate,Offer2,Agent,355.0,Four-Door Car,Medsize,February
1762,Central,2824.0,No,Basic,High School or Below,Employed,M,24350,Suburban,Married,73,6.0,89,3.0,1,Corporate Auto,Corporate,Offer2,Branch,350.0,Four-Door Car,Medsize,February
1763,West,17251.0,No,Basic,High School or Below,Employed,M,22276,Suburban,Married,111,19.0,73,1.0,2,Personal Auto,Personal,Offer3,Call Center,783.0,Four-Door Car,Medsize,January
1764,Central,3555.0,Yes,Extended,Master,Employed,F,58557,Rural,Married,88,4.0,83,0.0,1,Personal Auto,Personal,Offer1,Branch,56.0,Four-Door Car,Large,January
1765,West,20371.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,0.0,21,1.0,2,Corporate Auto,Corporate,Offer1,Branch,526.0,Four-Door Car,Medsize,February
1766,West,6503.0,Yes,Extended,High School or Below,Disabled,F,22081,Suburban,Married,84,1.0,9,0.0,3,Personal Auto,Personal,Offer1,Agent,452.0,Two-Door Car,Small,February
1767,North_West,18362.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,182,3.0,56,0.0,2,Personal Auto,Personal,Offer1,Web,1310.0,Luxury Car,Medsize,February
1768,West,8100.0,No,Basic,College,Disabled,M,25452,Suburban,Single,107,20.0,60,0.0,3,Personal Auto,Personal,Offer1,Agent,955.0,Sports Car,Medsize,January
1769,East,7611.0,No,Basic,High School or Below,Employed,M,51878,Suburban,Single,66,10.0,16,1.0,2,Personal Auto,Personal,Offer2,Branch,317.0,Four-Door Car,Medsize,February
1770,Central,3436.0,Yes,Extended,Doctor,Employed,M,30817,Rural,Divorced,88,25.0,43,0.0,1,Corporate Auto,Corporate,Offer2,Branch,92.0,Four-Door Car,Medsize,February
1771,Central,4136.0,No,Premium,Bachelor,Unemployed,F,0,Suburban,Married,112,16.0,62,0.0,1,Special Auto,Special,Offer3,Agent,708.0,Four-Door Car,Large,January
1772,West,5703.0,No,Basic,High School or Below,Employed,M,41438,Urban,Single,72,8.0,39,0.0,3,Personal Auto,Personal,Offer1,Branch,324.0,Two-Door Car,Medsize,February
1773,North_West,15673.0,No,Extended,Master,Unemployed,M,0,Suburban,Married,139,4.0,35,0.0,2,Personal Auto,Personal,Offer1,Branch,667.0,Four-Door Car,Medsize,January
